Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2025-03-26,Cable Overhead Triceps Extension,Triceps,7.9,kgs,10,,,,""
2025-03-26,Cable Overhead Triceps Extension,Triceps,7.9,kgs,9,,,,""
2025-03-26,Cable Overhead Triceps Extension,Triceps,7.9,kgs,8,,,,""
2025-04-04,EZ-Bar Preacher Curl,Biceps,17.5,kgs,12,,,,""
2025-04-04,EZ-Bar Preacher Curl,Biceps,22.5,kgs,5,,,,""
2025-04-04,EZ-Bar Preacher Curl,Biceps,22.5,kgs,5,,,,""
2025-04-04,V-bar gym group,Triceps,12.0,kgs,12,,,,""
2025-04-04,V-bar gym group,Triceps,23.8,kgs,6,,,,""
2025-04-04,V-bar gym group,Triceps,23.8,kgs,5,,,,""
2025-04-04,Lateral Machine Raise,Shoulders,3.4,kgs,7,,,,""
